consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin
ICP000166-202602,ICP000166,RET005,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,42.56769163,6,42.57,Calculated from public prices and simulated quantities
ICP000167-202602,ICP000167,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,77.09961120999999,6,77.1,Calculated from public prices and simulated quantities
ICP000168-202602,ICP000168,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,42.69361322,6,42.69,Calculated from public prices and simulated quantities
ICP000169-202602,ICP000169,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,43.06181868,6,43.06,Calculated from public prices and simulated quantities
ICP000170-202602,ICP000170,RET003,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.069433149999995,6,51.07,Calculated from public prices and simulated quantities
ICP000171-202602,ICP000171,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,44.748220169999996,6,44.75,Calculated from public prices and simulated quantities
ICP000172-202602,ICP000172,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,40.2576418,6,40.26,Calculated from public prices and simulated quantities
ICP000173-202602,ICP000173,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,37.31655643,6,37.32,Calculated from public prices and simulated quantities
ICP000174-202602,ICP000174,RET005,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,49.70441832,6,49.7,Calculated from public prices and simulated quantities
ICP000175-202602,ICP000175,RET003,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,73.28869091,6,73.29,Calculated from public prices and simulated quantities
ICP000176-202602,ICP000176,RET005,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,53.07127835,6,53.07,Calculated from public prices and simulated quantities
ICP000177-202602,ICP000177,RET003,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,77.26563319,6,77.27,Calculated from public prices and simulated quantities
ICP000178-202602,ICP000178,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,44.92021063,6,44.92,Calculated from public prices and simulated quantities
ICP000179-202602,ICP000179,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,82.76027241999999,6,82.76,Calculated from public prices and simulated quantities
ICP000180-202602,ICP000180,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.85352494,6,48.85,Calculated from public prices and simulated quantities
ICP000181-202602,ICP000181,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,68.9401138,6,68.94,Calculated from public prices and simulated quantities
ICP000182-202602,ICP000182,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,112.74709837999998,6,112.75,Calculated from public prices and simulated quantities
ICP000183-202602,ICP000183,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.69312363,6,51.69,Calculated from public prices and simulated quantities
ICP000184-202602,ICP000184,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,53.235126869999995,6,53.24,Calculated from public prices and simulated quantities
ICP000185-202602,ICP000185,RET004,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,64.93471833,6,64.93,Calculated from public prices and simulated quantities
ICP000186-202602,ICP000186,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,96.50476348,6,96.5,Calculated from public prices and simulated quantities
ICP000187-202602,ICP000187,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,56.65960468,6,56.66,Calculated from public prices and simulated quantities
ICP000188-202602,ICP000188,RET004,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,40.27112363,6,40.27,Calculated from public prices and simulated quantities
ICP000189-202602,ICP000189,RET005,RSC,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,61.053556969999995,6,61.05,Calculated from public prices and simulated quantities
ICP000190-202602,ICP000190,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,61.39274744,6,61.39,Calculated from public prices and simulated quantities
ICP000191-202602,ICP000191,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,49.8865683,6,49.89,Calculated from public prices and simulated quantities
ICP000192-202602,ICP000192,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,53.98814895,6,53.99,Calculated from public prices and simulated quantities
ICP000193-202602,ICP000193,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,48.16206805,6,48.16,Calculated from public prices and simulated quantities
ICP000194-202602,ICP000194,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,69.94525913,6,69.95,Calculated from public prices and simulated quantities
ICP000195-202602,ICP000195,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,68.77664767,6,68.78,Calculated from public prices and simulated quantities
ICP000196-202602,ICP000196,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,59.03000039,6,59.03,Calculated from public prices and simulated quantities
ICP000197-202602,ICP000197,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,67.92407499,6,67.92,Calculated from public prices and simulated quantities
ICP000198-202602,ICP000198,RET002,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,72.60358701,6,72.6,Calculated from public prices and simulated quantities
ICP000199-202602,ICP000199,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,34.09780692,6,34.1,Calculated from public prices and simulated quantities
ICP000200-202602,ICP000200,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,56.875283229999994,6,56.88,Calculated from public prices and simulated quantities
ICP000201-202602,ICP000201,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,60.5322659,6,60.53,Calculated from public prices and simulated quantities
ICP000202-202602,ICP000202,RET005,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,75.68701168999999,6,75.69,Calculated from public prices and simulated quantities
ICP000203-202602,ICP000203,RET004,URES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,62.43227923,6,62.43,Calculated from public prices and simulated quantities
ICP000204-202602,ICP000204,RET005,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,76.48400688999999,6,76.48,Calculated from public prices and simulated quantities
ICP000205-202602,ICP000205,RET005,URES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,68.10180095,6,68.1,Calculated from public prices and simulated quantities
ICP000206-202602,ICP000206,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,70.43255814999999,6,70.43,Calculated from public prices and simulated quantities
ICP000207-202602,ICP000207,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,59.13357866,6,59.13,Calculated from public prices and simulated quantities
ICP000208-202602,ICP000208,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,70.42516561,6,70.43,Calculated from public prices and simulated quantities
ICP000209-202602,ICP000209,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,47.97906561,6,47.98,Calculated from public prices and simulated quantities
ICP000210-202602,ICP000210,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,57.68428253,6,57.68,Calculated from public prices and simulated quantities
ICP000211-202602,ICP000211,RET002,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,55.12404903,6,55.12,Calculated from public prices and simulated quantities
ICP000212-202602,ICP000212,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,59.95798721999999,6,59.96,Calculated from public prices and simulated quantities
ICP000213-202602,ICP000213,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,65.94828097999999,6,65.95,Calculated from public prices and simulated quantities
ICP000214-202602,ICP000214,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,38.01835835,6,38.02,Calculated from public prices and simulated quantities
ICP000215-202602,ICP000215,RET004,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,66.48269975,6,66.48,Calculated from public prices and simulated quantities
ICP000216-202602,ICP000216,RET003,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,70.81689937,6,70.82,Calculated from public prices and simulated quantities
ICP000217-202602,ICP000217,RET001,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,53.96455408,6,53.96,Calculated from public prices and simulated quantities
ICP000218-202602,ICP000218,RET005,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,38.267076270000004,6,38.27,Calculated from public prices and simulated quantities
ICP000219-202602,ICP000219,RET005,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,59.59261875999999,6,59.59,Calculated from public prices and simulated quantities
ICP000220-202602,ICP000220,RET004,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,47.979907389999994,6,47.98,Calculated from public prices and simulated quantities
ICP000221-202602,ICP000221,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,80.30081448,6,80.3,Calculated from public prices and simulated quantities
ICP000222-202602,ICP000222,RET002,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,63.91959123,6,63.92,Calculated from public prices and simulated quantities
ICP000223-202602,ICP000223,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,44.74085554,6,44.74,Calculated from public prices and simulated quantities
ICP000224-202602,ICP000224,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,97.43511003,6,97.44,Calculated from public prices and simulated quantities
ICP000225-202602,ICP000225,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,40.628104199999996,6,40.63,Calculated from public prices and simulated quantities
ICP000226-202602,ICP000226,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,82.21547276,6,82.22,Calculated from public prices and simulated quantities
ICP000227-202602,ICP000227,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,92.29562200999999,6,92.3,Calculated from public prices and simulated quantities
ICP000228-202602,ICP000228,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,39.25011473,6,39.25,Calculated from public prices and simulated quantities
ICP000229-202602,ICP000229,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,62.55412148999999,6,62.55,Calculated from public prices and simulated quantities
ICP000230-202602,ICP000230,RET003,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,47.91926643,6,47.92,Calculated from public prices and simulated quantities
ICP000231-202602,ICP000231,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,59.68371672,6,59.68,Calculated from public prices and simulated quantities
ICP000232-202602,ICP000232,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,50.77463501,6,50.77,Calculated from public prices and simulated quantities
ICP000233-202602,ICP000233,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,45.065093239999996,6,45.07,Calculated from public prices and simulated quantities
ICP000234-202602,ICP000234,RET003,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,78.19316309,6,78.19,Calculated from public prices and simulated quantities
ICP000235-202602,ICP000235,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,42.35581876,6,42.36,Calculated from public prices and simulated quantities
ICP000236-202602,ICP000236,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,63.273492929999996,6,63.27,Calculated from public prices and simulated quantities
ICP000237-202602,ICP000237,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,47.08530087,6,47.09,Calculated from public prices and simulated quantities
ICP000238-202602,ICP000238,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,47.54004899,6,47.54,Calculated from public prices and simulated quantities
ICP000239-202602,ICP000239,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.55791472,6,51.56,Calculated from public prices and simulated quantities
ICP000240-202602,ICP000240,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,57.03242679,6,57.03,Calculated from public prices and simulated quantities
ICP000241-202602,ICP000241,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,62.38986275999999,6,62.39,Calculated from public prices and simulated quantities
ICP000242-202602,ICP000242,RET002,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,51.13363563,6,51.13,Calculated from public prices and simulated quantities
ICP000243-202602,ICP000243,RET003,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,52.874149849999995,6,52.87,Calculated from public prices and simulated quantities
ICP000244-202602,ICP000244,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,55.09296113,6,55.09,Calculated from public prices and simulated quantities
ICP000245-202602,ICP000245,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,46.666030889999995,6,46.67,Calculated from public prices and simulated quantities
ICP000246-202602,ICP000246,RET003,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,38.53489793,6,38.53,Calculated from public prices and simulated quantities
ICP000247-202602,ICP000247,RET003,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,67.38392667,6,67.38,Calculated from public prices and simulated quantities
ICP000248-202602,ICP000248,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,77.05098164,6,77.05,Calculated from public prices and simulated quantities
ICP000249-202602,ICP000249,RET001,URES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,84.33457720999999,6,84.33,Calculated from public prices and simulated quantities
ICP000250-202602,ICP000250,RET001,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,54.3201627,6,54.32,Calculated from public prices and simulated quantities
ICP000251-202602,ICP000251,RET004,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,45.93372205,6,45.93,Calculated from public prices and simulated quantities
ICP000252-202602,ICP000252,RET002,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,90.71794093999999,6,90.72,Calculated from public prices and simulated quantities
ICP000253-202602,ICP000253,RET002,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,78.20465961,6,78.2,Calculated from public prices and simulated quantities
ICP000254-202602,ICP000254,RET002,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,34.06092961,6,34.06,Calculated from public prices and simulated quantities
ICP000255-202602,ICP000255,RET003,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,44.17521247,6,44.18,Calculated from public prices and simulated quantities
ICP000256-202602,ICP000256,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,39.83533468,6,39.84,Calculated from public prices and simulated quantities
ICP000257-202602,ICP000257,RET003,RSC,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,61.01501286,6,61.02,Calculated from public prices and simulated quantities
ICP000258-202602,ICP000258,RET001,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,54.621253149999994,6,54.62,Calculated from public prices and simulated quantities
ICP000259-202602,ICP000259,RET002,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,50.925740819999994,6,50.93,Calculated from public prices and simulated quantities
ICP000260-202602,ICP000260,RET002,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,52.02699017,6,52.03,Calculated from public prices and simulated quantities
ICP000261-202602,ICP000261,RET004,RES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,2025,46.35402434,6,46.35,Calculated from public prices and simulated quantities
ICP000262-202602,ICP000262,RET001,RES,Selwyn,2026-02,2026-02-01,2026-02-28,28,2025,43.54156833,6,43.54,Calculated from public prices and simulated quantities
ICP000263-202602,ICP000263,RET001,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,2025,85.04735516,6,85.05,Calculated from public prices and simulated quantities
